Data,TMAX,TMIN,TMED,ETP-Pmoith
14/11/2008,30.6,19.7,25.15,7.4
15/11/2008,33.3,19.2,26.25,8.7
16/11/2008,35,19.8,27.4,12.6
17/11/2008,36,20.6,28.3,12.1
18/11/2008,31.8,18.3,25.05,11.4
19/11/2008,31.8,17.6,24.7,9.7
20/11/2008,31.6,15.3,23.45,10.6
21/11/2008,32,15.9,23.95,9.8
22/11/2008,31.4,17.4,24.4,8.3
23/11/2008,31.6,18.4,25,7.5
24/11/2008,32.8,17.4,25.1,9.5
25/11/2008,33.1,17.3,25.2,10.1
26/11/2008,31.8,18.8,25.3,8.9
27/11/2008,32.6,17.3,24.95,7.7
28/11/2008,32.4,17.5,24.95,9.2
29/11/2008,31.9,18.5,25.2,6.3
30/11/2008,32.8,18.9,25.85,8.9
1/12/2008,35,18.4,26.7,10
2/12/2008,34.8,20.5,27.65,7.9
3/12/2008,28.6,18.8,23.7,7.7
4/12/2008,30.2,15.1,22.65,7.1
5/12/2008,32.6,16.5,24.55,10.1
6/12/2008,34.2,17.5,25.85,9.2
7/12/2008,34.5,19.5,27,10
8/12/2008,33.1,21,27.05,7.1
9/12/2008,35.7,19.1,27.4,9.3
10/12/2008,34.9,22,28.45,6.6
11/12/2008,29.7,20.4,25.05,4.4
12/12/2008,28.1,20.5,24.3,5
13/12/2008,28.8,16.9,22.85,6
14/12/2008,29.7,17.7,23.7,5
15/12/2008,29.4,19.5,24.45,5.4
16/12/2008,25.6,18.3,21.95,2.6
17/12/2008,30.3,18,24.15,5.1
18/12/2008,32.2,18.2,25.2,7.5
19/12/2008,32.4,18.8,25.6,10.9
20/12/2008,31.1,18.9,25,5.5
21/12/2008,30.5,18.4,24.45,5.6
23/9/2009,24.8,19.6,22.2,1.8
24/9/2009,25.8,19.2,22.5,4.1
25/9/2009,27.7,13.2,20.45,5.6
26/9/2009,32.6,14.9,23.75,5.1
27/9/2009,32.8,19.2,26,9.6
28/9/2009,33.5,18.6,26.05,6.1
29/9/2009,28.4,20.5,24.45,6.4
30/9/2009,28.4,16.9,22.65,9.2
1/10/2009,32,14.3,23.15,3.9
2/10/2009,33.7,18.7,26.2,7.3
3/10/2009,30.6,21.2,25.9,5.3
4/10/2009,31.7,17.6,24.65,6.6
5/10/2009,33.2,19.3,26.25,11.5
6/10/2009,30.6,19.8,25.2,5.8
7/10/2009,30,19.6,24.8,3.8
8/10/2009,26,17.7,21.85,5
9/10/2009,27.6,13.9,20.75,6.1
10/10/2009,30.9,13.8,22.35,5.4
11/10/2009,33.3,15.5,24.4,8.7
12/10/2009,30.5,18.8,24.65,3.7
13/10/2009,28.8,17.4,23.1,3.4
14/10/2009,33.4,17.6,25.5,9
15/10/2009,27.6,19,23.3,3.5
16/10/2009,31.4,16.6,24,6.2
17/10/2009,33.2,18.4,25.8,7.1
18/10/2009,31.3,19.3,25.3,4.2
19/10/2009,29.6,18.2,23.9,6.4
20/10/2009,29.6,17,23.3,5
21/10/2009,33.6,19.4,26.5,7.1
22/10/2009,28,19,23.5,3.2
23/10/2009,31.6,19.6,25.6,6.9
24/10/2009,33.2,18,25.6,7.3
25/10/2009,32.5,20.3,26.4,6.2
26/10/2009,28,20.4,24.2,3.4
27/10/2009,28.2,18.7,23.45,6.4
28/10/2009,30.4,18.3,24.35,6.8
29/10/2009,31.7,18.7,25.2,7.7
30/10/2009,30.7,17.7,24.2,7.3
31/10/2009,32.3,18.4,25.35,7.9
1/11/2009,33.6,18.5,26.05,7.8
2/11/2009,34.8,20.1,27.45,8.2
3/11/2009,35.3,21.4,28.35,9.6
4/11/2009,33.6,19.9,26.75,10.4
5/11/2009,30.6,21.2,25.9,5.5
6/11/2009,30,21,25.5,3.1
7/11/2009,28.6,20.6,24.6,8
8/11/2009,29.3,20.2,24.75,4.5
9/11/2009,28.6,20.9,24.75,2.8
10/11/2009,32.8,21.3,27.05,7
11/11/2009,31.5,21.5,26.5,7.2
12/11/2009,33.4,21,27.2,7.6
13/11/2009,34.3,20.9,27.6,9.8
14/11/2009,33.6,22.4,28,6.1
15/11/2009,33.4,23.4,28.4,7.1
16/11/2009,33.9,20.6,27.25,7.8
17/11/2009,33.1,20,26.55,5.5
18/11/2009,34.6,20.6,27.6,9
19/11/2009,34.1,22.5,28.3,6.6
20/11/2009,33.8,22.1,27.95,7.1
21/11/2009,33.1,21.6,27.35,6.9
22/11/2009,33.4,20.4,26.9,6.8
23/11/2009,31.5,21.2,26.35,4.3
24/11/2009,28.3,20.9,24.6,1.8
25/11/2009,33.3,19.4,26.35,7
26/11/2009,32,21.3,26.65,5.6
27/11/2009,32.2,21.4,26.8,7.3
28/11/2009,31,21.2,26.1,5.5
29/11/2009,26.3,21.2,23.75,2.8
30/11/2009,30.3,20.7,25.5,5.2
1/12/2009,30.5,20.3,25.4,3.9
2/12/2009,29.5,22,25.75,3.9
3/12/2009,30.6,21.3,25.95,5.7
4/12/2009,26.8,21.2,24,3.5
5/12/2009,27.3,18.7,23,5
6/12/2009,30.5,19,24.75,5.6
7/12/2009,23.6,20.1,21.85,1.7
8/12/2009,27.5,21.4,24.45,3.8
9/12/2009,30.4,21.4,25.9,4.8
10/12/2009,29.3,20.1,24.7,6.2
11/12/2009,32.6,21.5,27.05,5.3
12/12/2009,30.5,20.1,25.3,7.5
13/12/2009,24.1,20.7,22.4,0.7
14/12/2009,26.7,20.1,23.4,1.7
15/12/2009,32.4,19.7,26.05,7.2
16/12/2009,30.8,20.9,25.85,7.5
17/12/2009,31.2,20.9,26.05,7.1
18/12/2009,30.7,18,24.35,7.7
19/12/2009,32.7,19.7,26.2,6.8
20/12/2009,33,20.2,26.6,6.9
21/12/2009,32.7,21,26.85,10.7
23/9/2010,36,21.4,28.7,11.6
24/9/2010,30.6,19.3,24.95,3.4
25/9/2010,32.8,17.6,25.2,7.7
26/9/2010,19.5,17.9,18.7,0.3
27/9/2010,21.6,17.2,19.4,2.2
28/9/2010,20.8,17.6,19.2,1.4
29/9/2010,23.1,17.7,20.4,2.1
30/9/2010,25.9,18.9,22.4,2.4
1/10/2010,32.2,19.3,25.75,1.6
2/10/2010,25,19,22,0.3
3/10/2010,26,18.6,22.3,5.1
4/10/2010,31.7,15.9,23.8,4.6
5/10/2010,33.6,19.2,26.4,7.7
6/10/2010,35.5,18.1,26.8,10.8
7/10/2010,27.1,18.7,22.9,1.9
8/10/2010,26.1,17.8,21.95,7
9/10/2010,27.6,13,20.3,10
10/10/2010,26.2,13.4,19.8,4.3
11/10/2010,28.4,12.6,20.5,9
12/10/2010,27.8,11.5,19.65,9.4
13/10/2010,32.5,12.3,22.4,6.1
14/10/2010,35.2,17.3,26.25,8
15/10/2010,29.6,20.1,24.85,6.1
16/10/2010,31.9,19.2,25.55,6.4
17/10/2010,32.8,19.4,26.1,6.9
18/10/2010,28.2,20.4,24.3,3.9
19/10/2010,30.2,15,22.6,8.5
20/10/2010,31.6,13,22.3,9.5
21/10/2010,33.9,15,24.45,10.1
22/10/2010,35.4,17.1,26.25,8.3
23/10/2010,27.1,20,23.55,0.9
24/10/2010,32.2,19.5,25.85,8.7
25/10/2010,32.6,18.6,25.6,8.8
26/10/2010,30.8,17.9,24.35,8.4
27/10/2010,30,15,22.5,7.9
28/10/2010,32.4,15,23.7,8.4
29/10/2010,35.1,16,25.55,11.1
30/10/2010,30.9,18.7,24.8,5.5
31/10/2010,28,18.4,23.2,3.9
1/11/2010,28,21.3,24.65,3
2/11/2010,29.6,19.3,24.45,4.9
3/11/2010,31.6,18.1,24.85,8.5
4/11/2010,33.1,18.1,25.6,8.8
5/11/2010,31.6,19.4,25.5,10.6
6/11/2010,26.8,19.8,23.3,3.8
7/11/2010,30.2,15.4,22.8,8.5
8/11/2010,33,18.2,25.6,8.3
9/11/2010,32.1,21,26.55,7.7
10/11/2010,30.8,19.3,25.05,7.5
11/11/2010,31.2,18.1,24.65,9.1
12/11/2010,30.8,16.1,23.45,8.4
13/11/2010,28.8,17,22.9,5.1
14/11/2010,27.6,16.8,22.2,3.3
15/11/2010,30.6,17.2,23.9,6.7
16/11/2010,27,17.1,22.05,2.2
17/11/2010,29.8,18.1,23.95,6.7
18/11/2010,29.9,16.9,23.4,9.6
19/11/2010,32.8,14.9,23.85,8.3
20/11/2010,34,19.8,26.9,8.7
21/11/2010,33.2,19.3,26.25,8.1
22/11/2010,28.5,19.4,23.95,4.5
23/11/2010,30.1,19.7,24.9,6.2
24/11/2010,32.4,20.1,26.25,6.8
25/11/2010,32.8,21.2,27,9
26/11/2010,32.8,19.7,26.25,7
27/11/2010,34.2,19,26.6,9.6
28/11/2010,35,19.6,27.3,9.8
29/11/2010,32.5,19.6,26.05,9.4
30/11/2010,30,20.5,25.25,3.5
1/12/2010,32.8,20.1,26.45,9.3
2/12/2010,31.4,20,25.7,5.8
3/12/2010,32.1,22.9,27.5,7.4
4/12/2010,34.1,20.8,27.45,7.6
5/12/2010,34.4,21.6,28,8.4
6/12/2010,31.8,20.1,25.95,7.5
7/12/2010,33.2,20.2,26.7,6.8
8/12/2010,33,23.2,28.1,8.7
9/12/2010,32.9,20,26.45,8.1
10/12/2010,34.2,20.2,27.2,8.4
11/12/2010,33.4,22.9,28.15,10.1
12/12/2010,34,22.7,28.35,8.8
13/12/2010,31.4,21.8,26.6,5.9
14/12/2010,26.2,20.2,23.2,2.5
15/12/2010,29,19,24,2.9
16/12/2010,29.8,20.4,25.1,5.5
17/12/2010,30.7,20.1,25.4,7.3
18/12/2010,27.3,19.5,23.4,3.4
19/12/2010,31.6,19.5,25.55,4.4
20/12/2010,32.6,19.4,26,7.9
21/12/2010,33,21,27,9.8
23/9/2011,36.6,18.7,27.65,12.5
24/9/2011,28.4,17.5,22.95,8.8
25/9/2011,30.3,13.1,21.7,8.6
26/9/2011,33.2,13.4,23.3,7.3
27/9/2011,34,17.3,25.65,8.3
28/9/2011,34.8,18.4,26.6,9.5
29/9/2011,37,17.5,27.25,8.8
30/9/2011,37.3,19.2,28.25,9.6
1/10/2011,36.2,21.3,28.75,13.5
2/10/2011,28.3,19.5,23.9,6.5
3/10/2011,29.6,17,23.3,7.5
4/10/2011,32.1,15.8,23.95,8.6
5/10/2011,29.6,17.8,23.7,8.2
6/10/2011,32.4,17.5,24.95,6.9
7/10/2011,33.8,18.4,26.1,10.2
8/10/2011,33.7,21.3,27.5,9.3
9/10/2011,32.3,19.4,25.85,9.2
10/10/2011,31.7,19.2,25.45,6.5
11/10/2011,33.4,20.6,27,7.5
12/10/2011,33.3,19.2,26.25,7.8
13/10/2011,28.1,20.6,24.35,4
14/10/2011,24.3,20.2,22.25,0.3
15/10/2011,27.7,21.1,24.4,3.2
16/10/2011,28.2,20.5,24.35,2.8
17/10/2011,26.7,18.4,22.55,7.1
18/10/2011,28.4,15,21.7,9.1
19/10/2011,29.1,13.9,21.5,9.8
20/10/2011,28.8,14.8,21.8,6.7
21/10/2011,28.9,14.4,21.65,8.8
22/10/2011,25.6,17.2,21.4,6
23/10/2011,25,16.6,20.8,4.3
24/10/2011,29.3,16.4,22.85,6.6
25/10/2011,32.2,19,25.6,10
26/10/2011,27,17.6,22.3,3.6
27/10/2011,31.8,18.8,25.3,8.2
28/10/2011,33.8,20,26.9,8.1
29/10/2011,35.3,20.5,27.9,11
30/10/2011,23.8,18.1,20.95,0.8
31/10/2011,24.7,17.5,21.1,7.2
1/11/2011,25.6,12.6,19.1,8.5
2/11/2011,27.7,12.1,19.9,10.6
3/11/2011,30.3,12.7,21.5,6.6
4/11/2011,31.8,14.2,23,7.3
5/11/2011,32.5,17.2,24.85,8.6
6/11/2011,29.3,19.3,24.3,6.5
7/11/2011,25.3,18.1,21.7,1.6
8/11/2011,31.4,16.2,23.8,7.9
9/11/2011,30.9,17.8,24.35,7.9
10/11/2011,32.6,17.3,24.95,9.2
11/11/2011,34.2,20.2,27.2,9.9
12/11/2011,33.1,21.1,27.1,7.3
13/11/2011,26.3,19.5,22.9,3.5
14/11/2011,25.1,19.7,22.4,2.9
15/11/2011,27,18.4,22.7,3
16/11/2011,27.4,16.9,22.15,6.7
17/11/2011,29.6,14.9,22.25,7.3
18/11/2011,29.8,15.3,22.55,8
19/11/2011,31,14.6,22.8,8.5
20/11/2011,30.4,15.8,23.1,7.3
21/11/2011,33.8,18.1,25.95,8.1
22/11/2011,27.1,21,24.05,4.3
23/11/2011,28.5,16.5,22.5,7.7
24/11/2011,31.7,17.5,24.6,8
25/11/2011,32.7,18.4,25.55,8.5
26/11/2011,32.2,20.4,26.3,10.9
27/11/2011,29.7,18,23.85,6.7
28/11/2011,31.6,18,24.8,7.6
29/11/2011,31.4,19.7,25.55,5.3
30/11/2011,31.6,19,25.3,8.3
1/12/2011,30.5,19.3,24.9,6.4
2/12/2011,31.2,19.4,25.3,5.8
3/12/2011,31.4,15.4,23.4,7.6
4/12/2011,32.6,17.2,24.9,7.3
5/12/2011,32.4,18.1,25.25,7.4
6/12/2011,31.2,20.5,25.85,4.9
7/12/2011,29.3,20.4,24.85,4.9
8/12/2011,29.2,20.9,25.05,4.8
9/12/2011,25,21,23,1.3
10/12/2011,26.4,18.5,22.45,3.3
11/12/2011,30.6,17,23.8,7.7
12/12/2011,32.1,16.6,24.35,8.6
13/12/2011,33.2,19,26.1,8.6
14/12/2011,31,20.4,25.7,6.9
15/12/2011,27.4,20.4,23.9,3.3
16/12/2011,30.6,19.8,25.2,9.1
17/12/2011,32.8,18.4,25.6,10
18/12/2011,31.4,20.1,25.75,7
19/12/2011,32.6,18.4,25.5,8.5
20/12/2011,32.8,19.3,26.05,7.3
21/12/2011,33.5,19.2,26.35,8.5
23/9/2012,31.4,13.6,22.5,7.2
24/9/2012,30.4,17.2,23.8,5.5
25/9/2012,24.8,17.7,21.25,3
26/9/2012,21.6,16.2,18.9,4.4
27/9/2012,23.3,6.2,14.75,8.2
28/9/2012,26.8,10,18.4,8.1
29/9/2012,29.6,11.5,20.55,8.1
30/9/2012,32.2,12.7,22.45,7.1
1/10/2012,34.4,16,25.2,7.5
2/10/2012,35.5,17.9,26.7,9.3
3/10/2012,35.4,21,28.2,10.9
4/10/2012,34.3,18.8,26.55,8.7
5/10/2012,35,19.9,27.45,10.1
6/10/2012,33.8,18.8,26.3,9
7/10/2012,33.4,19.8,26.6,8.8
8/10/2012,33.6,18.3,25.95,8.7
9/10/2012,33.2,17.6,25.4,9.9
10/10/2012,33.4,20,26.7,9.8
11/10/2012,27.5,21.7,24.6,3.5
12/10/2012,30.2,16.7,23.45,6.6
13/10/2012,28.5,16.8,22.65,8.6
14/10/2012,30.2,17.8,24,8.1
15/10/2012,32.2,14.6,23.4,8.4
16/10/2012,33.3,17.9,25.6,7.2
17/10/2012,29.6,18.6,24.1,4.7
18/10/2012,33,18.1,25.55,6.7
19/10/2012,33.9,19.6,26.75,8.7
20/10/2012,34.2,19.1,26.65,10
21/10/2012,34.5,19.3,26.9,9.2
22/10/2012,34.4,19.8,27.1,12.1
23/10/2012,34.1,21.6,27.85,7.2
24/10/2012,31.8,19.7,25.75,6
25/10/2012,35.8,21.4,28.6,7.8
26/10/2012,35.8,22.2,29,11.3
27/10/2012,35.6,20.7,28.15,7
28/10/2012,36.7,23,29.85,10.3
29/10/2012,38.6,19.4,29,8.6
30/10/2012,38.2,22.7,30.45,9.3
31/10/2012,39.2,21.7,30.45,9.1
1/11/2012,35.6,20.9,28.25,9.9
2/11/2012,31.7,19.8,25.75,6.4
3/11/2012,31.2,19.3,25.25,4.3
4/11/2012,31.6,18.1,24.85,5.8
5/11/2012,33.1,18.9,26,10.8
6/11/2012,33.1,19.4,26.25,7.5
7/11/2012,33.4,18.9,26.15,10.1
8/11/2012,27.4,20.2,23.8,1.7
9/11/2012,24,20.4,22.2,2.6
10/11/2012,30,19.6,24.8,5
11/11/2012,31.8,18.9,25.35,9
12/11/2012,33.2,21.2,27.2,7.6
13/11/2012,29.2,20.7,24.95,2.9
14/11/2012,28.8,16.3,22.55,4.8
15/11/2012,30.5,16,23.25,7.2
16/11/2012,30.8,17.8,24.3,7.3
17/11/2012,30.4,15.1,22.75,11.3
18/11/2012,31.9,14.6,23.25,5.9
19/11/2012,31.8,18.3,25.05,9.7
20/11/2012,32.9,18.4,25.65,5.8
21/11/2012,33.7,19.6,26.65,9.8
22/11/2012,34.3,19.4,26.85,9
23/11/2012,34.6,19.9,27.25,10
24/11/2012,31.6,20.6,26.1,4.8
25/11/2012,27,20.4,23.7,3.5
26/11/2012,30.9,19.3,25.1,6.8
27/11/2012,32.7,19.4,26.05,5.6
28/11/2012,34.5,20.9,27.7,8.3
29/11/2012,34.3,21.4,27.85,10.6
30/11/2012,34,21.2,27.6,9.1
1/12/2012,31.4,21.2,26.3,6.7
2/12/2012,31.2,20.4,25.8,6.7
3/12/2012,32.1,19.2,25.65,5.5
4/12/2012,33.4,21.2,27.3,7
5/12/2012,33,21.3,27.15,9.6
6/12/2012,33.6,20.6,27.1,8.7
7/12/2012,34.6,22.2,28.4,9
8/12/2012,37.2,23.1,30.15,9.3
9/12/2012,33.7,22.6,28.15,6.7
10/12/2012,34.6,20.8,27.7,10.2
11/12/2012,32.4,21.6,27,8
12/12/2012,34.9,21.6,28.25,12.4
13/12/2012,32.6,20.4,26.5,7
14/12/2012,30.3,21.6,25.95,4.8
15/12/2012,27.9,21.8,24.85,6
16/12/2012,29.2,20.6,24.9,5
17/12/2012,23.6,20.9,22.25,1.1
18/12/2012,31.7,20.7,26.2,6.1
19/12/2012,32.6,22.5,27.55,6.5
20/12/2012,35.2,21,28.1,9
21/12/2012,35.6,21.6,28.6,6.8
23/9/2013,32,21.2,26.6,6
24/9/2013,23.8,18.1,20.95,3.7
25/9/2013,25.5,11.7,18.6,7.2
26/9/2013,27.6,11,19.3,7
27/9/2013,31.8,10.4,21.1,7.6
28/9/2013,36.4,13.2,24.8,8.1
29/9/2013,19.7,16.8,18.25,1.4
30/9/2013,24.6,16.4,20.5,2.8
1/10/2013,28.3,18,23.15,4.5
2/10/2013,21.6,18.9,20.25,0.6
3/10/2013,31.9,17.9,24.9,5.7
4/10/2013,22.8,18.2,20.5,1.7
5/10/2013,28.8,18.2,23.5,5.6
6/10/2013,28.7,14.6,21.65,8.4
7/10/2013,28.1,14.3,21.2,7.5
8/10/2013,23.4,13.5,18.45,3.1
9/10/2013,27,12.2,19.6,3.6
10/10/2013,28.6,13.6,21.1,5.6
11/10/2013,29.6,14.9,22.25,6.5
12/10/2013,27.8,16.4,22.1,4.6
13/10/2013,33,17.6,25.3,7.6
14/10/2013,32.9,19.3,26.1,7.1
15/10/2013,29.6,21.1,25.35,4.2
16/10/2013,24,18.6,21.3,0.3
17/10/2013,26.7,18.1,22.4,4.1
18/10/2013,28.8,18.1,23.45,4.8
19/10/2013,31.4,16,23.7,7.5
20/10/2013,33.2,15.8,24.5,7.3
21/10/2013,34.3,18.4,26.35,8.6
22/10/2013,33.4,20.2,26.8,5.3
23/10/2013,33.6,20.2,26.9,7.7
24/10/2013,34.3,19.8,27.05,7.6
25/10/2013,33,21.4,27.2,7.5
26/10/2013,34.4,18.9,26.65,9.4
27/10/2013,34.2,21.9,28.05,8.5
28/10/2013,30.4,17,23.7,8.8
29/10/2013,33.5,12.8,23.15,6.8
30/10/2013,33.8,17,25.4,6.7
31/10/2013,33.6,18,25.8,8.3
1/11/2013,31.7,17.4,24.55,7
2/11/2013,31.3,18.2,24.75,5.9
3/11/2013,32.5,19.2,25.85,8.4
4/11/2013,26.3,19.7,23,2
5/11/2013,21.2,18.2,19.7,2
6/11/2013,19,16.1,17.55,2
7/11/2013,26.3,16.1,21.2,4
8/11/2013,31,17.8,24.4,4.9
9/11/2013,33.4,17.4,25.4,7
10/11/2013,35.5,19.1,27.3,7.6
11/11/2013,35.8,21.5,28.65,6.1
12/11/2013,31.3,20.8,26.05,3.5
13/11/2013,32.8,21.6,27.2,10.4
14/11/2013,32.6,21,26.8,7.2
15/11/2013,33.1,18.8,25.95,8.3
16/11/2013,31.6,19.6,25.6,5.9
17/11/2013,28,19.4,23.7,2.5
18/11/2013,31.8,18.9,25.35,7.7
19/11/2013,32.2,20,26.1,6.1
20/11/2013,34.2,18.6,26.4,7.9
21/11/2013,34,21.6,27.8,4.1
22/11/2013,29.9,20.6,25.25,6.1
23/11/2013,27.5,19.3,23.4,3.7
24/11/2013,26.8,19,22.9,5.1
25/11/2013,23,19.9,21.45,0.9
26/11/2013,30.6,19.2,24.9,5.4
27/11/2013,31.4,18.3,24.85,2.9
28/11/2013,34.2,20.2,27.2,9.7
29/11/2013,33.7,21,27.35,8.9
30/11/2013,31.7,20.6,26.15,4.2
1/12/2013,29.3,20.8,25.05,3.6
2/12/2013,28.3,21.3,24.8,4.1
3/12/2013,33.2,20,26.6,6
4/12/2013,33.4,20.6,27,6.7
5/12/2013,33.8,21.7,27.75,8.8
6/12/2013,32.6,19,25.8,6.6
7/12/2013,31.8,20.4,26.1,5.2
8/12/2013,33.5,19.7,26.6,4.4
9/12/2013,33,21,27,7.3
10/12/2013,29.4,20.3,24.85,3.6
11/12/2013,27.3,21.8,24.55,2.6
12/12/2013,30.5,19.1,24.8,6.3
13/12/2013,31.7,17.5,24.6,5.1
14/12/2013,31.8,20,25.9,7.6
15/12/2013,32.1,20.4,26.25,4.4
16/12/2013,32.9,19.4,26.15,8.1
17/12/2013,31.3,17.9,24.6,8
18/12/2013,32.4,17.6,25,7.8
19/12/2013,33.1,18.4,25.75,8.2
20/12/2013,32.3,19.7,26,6.6
21/12/2013,31.5,18.3,24.9,5.9
23/9/2014,34.9,13.2,24.05,6.8
24/9/2014,34.6,19.6,27.1,9.5
25/9/2014,28.8,18.2,23.5,2.4
26/9/2014,30.8,19.4,25.1,4.3
27/9/2014,28.9,19.3,24.1,3.1
28/9/2014,31.9,18.9,25.4,3.5
29/9/2014,35.8,20.6,28.2,9.9
30/9/2014,28.5,19.9,24.2,3.8
1/10/2014,33.7,21.2,27.45,7.7
2/10/2014,30.8,19.4,25.1,11.1
3/10/2014,30.6,13.6,22.1,10.1
4/10/2014,29.2,11.6,20.4,11.6
5/10/2014,30.3,11.8,21.05,8.3
6/10/2014,30.8,11,20.9,7.6
7/10/2014,30,13.6,21.8,5.4
8/10/2014,33.4,13.9,23.65,8.9
9/10/2014,35.6,16.8,26.2,9.1
10/10/2014,37.1,18,27.55,9.8
11/10/2014,37.9,19.2,28.55,9.2
12/10/2014,38.2,18.8,28.5,10.5
13/10/2014,38.4,20.6,29.5,10.6
14/10/2014,40.3,23.2,31.75,10.4
15/10/2014,40.7,24,32.35,13.2
16/10/2014,40.4,20,30.2,13.3
17/10/2014,40.2,24.4,32.3,7.7
18/10/2014,40.2,21.2,30.7,14.2
19/10/2014,37.2,21,29.1,9.5
20/10/2014,31,20.2,25.6,6
21/10/2014,31.8,18.4,25.1,9.8
22/10/2014,35,17.4,26.2,8.6
23/10/2014,33.4,19.6,26.5,8.1
24/10/2014,33.9,20.7,27.3,6.5
25/10/2014,22.7,19.3,21,0.1
26/10/2014,27.6,19,23.3,2.9
27/10/2014,31.6,20,25.8,5.7
28/10/2014,33.1,15.8,24.45,10.4
29/10/2014,34.9,15.8,25.35,8.7
30/10/2014,36,19.2,27.6,9.6
31/10/2014,33.6,22.3,27.95,10.3
1/11/2014,34.4,22,28.2,12.4
2/11/2014,34.3,20,27.15,5.6
3/11/2014,31.8,20.6,26.2,7.2
4/11/2014,28.8,20.9,24.85,5.3
5/11/2014,33.2,20.8,27,8.9
6/11/2014,33.4,20.4,26.9,5.4
7/11/2014,33.4,21.2,27.3,11.9
8/11/2014,28.1,19.1,23.6,3.1
9/11/2014,31.8,21,26.4,7.4
10/11/2014,32.8,18.4,25.6,8.9
11/11/2014,33.5,17.3,25.4,7.5
12/11/2014,30,20.3,25.15,5.4
13/11/2014,31.4,19.1,25.25,8
14/11/2014,31.9,20,25.95,5.8
15/11/2014,31.2,17,24.1,8.4
16/11/2014,30.5,15.6,23.05,8.2
17/11/2014,32.6,15.7,24.15,9
18/11/2014,32.4,16.3,24.35,8.4
19/11/2014,32.6,18.8,25.7,8.2
20/11/2014,32.7,20.8,26.75,8.5
21/11/2014,33.2,21.2,27.2,5.7
22/11/2014,32.2,20.3,26.25,4.1
23/11/2014,29.2,19.9,24.55,3.5
24/11/2014,29.3,21,25.15,5.5
25/11/2014,29.2,20.1,24.65,6.7
26/11/2014,29,21,25,4.9
27/11/2014,29.8,22,25.9,2.9
28/11/2014,29.6,21.3,25.45,3.8
29/11/2014,26.6,19.3,22.95,2.4
30/11/2014,24.9,21.4,23.15,2.9
1/12/2014,28.5,20.8,24.65,6.2
2/12/2014,26.4,18.8,22.6,4.9
3/12/2014,29.5,18,23.75,4.1
4/12/2014,33.8,19.6,26.7,7.2
5/12/2014,30.5,19,24.75,5.3
6/12/2014,30.1,17.6,23.85,3.5
7/12/2014,29.6,18.5,24.05,5.7
8/12/2014,28.8,20,24.4,6.3
9/12/2014,28.7,20.9,24.8,4.3
10/12/2014,30.4,19.7,25.05,5.5
11/12/2014,29.5,20.2,24.85,2
12/12/2014,30.4,20.4,25.4,6
13/12/2014,24.3,19.8,22.05,1.4
14/12/2014,31.6,21,26.3,5.3
15/12/2014,31.2,17.1,24.15,7.5
16/12/2014,32.8,16.8,24.8,5.2
17/12/2014,33.9,19.6,26.75,5.9
18/12/2014,33.8,21.6,27.7,5.7
19/12/2014,32.4,21.4,26.9,6.9
