Data,TMAX,TMIN,TMED,ETP-Pmoith
3/2/2010,34.4,21.2,27.8,10.2
4/2/2010,34.1,21.5,27.8,6.4
5/2/2010,32.9,21.6,27.25,7.9
6/2/2010,33.3,20,26.65,9.1
7/2/2010,33.4,19.8,26.6,7.2
8/2/2010,31.2,19.4,25.3,6.5
9/2/2010,31.2,20,25.6,8.3
10/2/2010,30.5,21,25.75,4.5
11/2/2010,30,20.9,25.45,4
12/2/2010,32.4,21,26.7,5
13/2/2010,33.3,19,26.15,7.1
14/2/2010,33.9,20,26.95,7.8
15/2/2010,34.1,21.4,27.75,5.5
16/2/2010,33,22.1,27.55,5.2
17/2/2010,32.4,21.4,26.9,6
18/2/2010,28,20.3,24.15,2.8
19/2/2010,29.3,20.3,24.8,4.8
20/2/2010,31.8,20.2,26,8.1
21/2/2010,34,18.4,26.2,7
22/2/2010,33.7,20.7,27.2,7.7
23/2/2010,34.4,20.9,27.65,6.8
24/2/2010,32.6,21.7,27.15,8.1
25/2/2010,31.3,20.6,25.95,7.3
26/2/2010,29.6,18.8,24.2,4.9
27/2/2010,30.6,19,24.8,3.3
28/2/2010,28,21.4,24.7,2.7
1/3/2010,27.6,20.5,24.05,3.8
2/3/2010,28,19.5,23.75,3.7
3/3/2010,29.3,20.5,24.9,2.7
4/3/2010,31.6,19.8,25.7,5.2
5/3/2010,33.1,20.6,26.85,4.3
6/3/2010,30.8,19.5,25.15,6.4
7/3/2010,30.6,17.5,24.05,6.6
8/3/2010,31,18,24.5,7.4
9/3/2010,32.6,18.1,25.35,7.4
10/3/2010,32.5,19.6,26.05,8.4
11/3/2010,32.9,18.9,25.9,7.4
12/3/2010,33.4,18.7,26.05,6.2
13/3/2010,33,19.1,26.05,6.7
14/3/2010,33.4,21.8,27.6,7.3
15/3/2010,29.8,21,25.4,2.1
16/3/2010,28.6,22,25.3,5.4
17/3/2010,30.6,18.4,24.5,5.6
18/3/2010,33,19.4,26.2,5.8
19/3/2010,33.7,19.5,26.6,8.3
20/3/2010,33.2,20.4,26.8,5.2
22/12/2010,30.6,20.1,25.35,6.1
23/12/2010,31.1,20.6,25.85,6.1
24/12/2010,29.6,21.6,25.6,4.5
25/12/2010,31,21.3,26.15,3.2
26/12/2010,27.6,21.7,24.65,4.2
27/12/2010,28.9,21.8,25.35,3.8
28/12/2010,31,20.8,25.9,5.6
29/12/2010,31.5,18.4,24.95,8.1
30/12/2010,31.9,17.4,24.65,9.3
31/12/2010,31.6,18.2,24.9,7.2
1/1/2011,31.2,20.6,25.9,5.9
2/1/2011,29.1,21.2,25.15,3.9
3/1/2011,23.4,20.6,22,1.6
4/1/2011,30.6,20.6,25.6,4.7
5/1/2011,31.4,20.1,25.75,6.8
6/1/2011,30.1,20.9,25.5,4.7
7/1/2011,29.7,21.4,25.55,3.2
8/1/2011,28.1,21.4,24.75,4.7
9/1/2011,29.6,20.7,25.15,5.8
10/1/2011,30.5,20.4,25.45,6.7
11/1/2011,26.8,21.2,24,2.2
12/1/2011,28.8,22,25.4,6.7
13/1/2011,28.1,21.6,24.85,4
14/1/2011,30.4,21.2,25.8,3.5
15/1/2011,31.5,20.1,25.8,5.2
16/1/2011,31.8,20.9,26.35,6.7
17/1/2011,30.9,21,25.95,5.2
18/1/2011,27.6,20.8,24.2,2.8
19/1/2011,31,21.1,26.05,6.8
20/1/2011,30.5,20.8,25.65,3.6
21/1/2011,33.3,21,27.15,8.7
22/1/2011,33.8,21.5,27.65,7.3
23/1/2011,32.6,20.4,26.5,8
24/1/2011,34.3,20.9,27.6,7.2
25/1/2011,32.7,22.8,27.75,9
26/1/2011,33.1,20.4,26.75,9.7
27/1/2011,32.8,21.4,27.1,9.2
28/1/2011,34,20.7,27.35,7.8
29/1/2011,34.4,20.8,27.6,9
30/1/2011,33.7,20.2,26.95,7.2
31/1/2011,32.8,21.6,27.2,7
1/2/2011,29.8,19.8,24.8,3.3
2/2/2011,31.8,20.7,26.25,8.4
3/2/2011,31,20.2,25.6,8.9
4/2/2011,31.6,20.4,26,7.6
5/2/2011,32,19.8,25.9,7.8
6/2/2011,33,19.9,26.45,8.7
7/2/2011,32,21.2,26.6,5.4
8/2/2011,32.5,20.6,26.55,9.9
9/2/2011,32,21.3,26.65,7.6
10/2/2011,32.3,20.9,26.6,6.6
11/2/2011,31.6,20.5,26.05,5.9
12/2/2011,33.2,20.8,27,8.3
13/2/2011,31.6,20,25.8,4.7
14/2/2011,31,20.2,25.6,5.2
15/2/2011,29.8,21,25.4,3.4
16/2/2011,31.2,21,26.1,5.8
17/2/2011,29.8,20.4,25.1,5
18/2/2011,29.8,20.4,25.1,5.2
19/2/2011,31.8,19.4,25.6,6.9
20/2/2011,33.9,19.3,26.6,8.3
21/2/2011,34,19.7,26.85,8.9
22/2/2011,33,20.2,26.6,6.5
23/2/2011,33.6,20.7,27.15,7.2
24/2/2011,33.2,20.6,26.9,5.8
25/2/2011,33.4,20.9,27.15,9.1
26/2/2011,30.8,21.3,26.05,6.4
27/2/2011,31.3,21.4,26.35,5.7
28/2/2011,26.8,21.4,24.1,2.2
1/3/2011,27.2,19.8,23.5,2.3
2/3/2011,25.2,21,23.1,2.3
3/3/2011,21.9,19.7,20.8,1
4/3/2011,21.7,18.4,20.05,1.4
5/3/2011,22.6,19.3,20.95,1.4
6/3/2011,24.2,19.6,21.9,0.5
7/3/2011,26.3,19.3,22.8,2.2
8/3/2011,26.9,19.2,23.05,1.2
9/3/2011,29.2,20.2,24.7,4.1
10/3/2011,30,20.6,25.3,6.1
11/3/2011,28.2,20.4,24.3,3.7
12/3/2011,28.4,20.4,24.4,4.5
13/3/2011,30.6,19.4,25,6
14/3/2011,29.6,19.7,24.65,5.1
15/3/2011,29.4,20.6,25,5.4
16/3/2011,30.1,19.6,24.85,6.2
17/3/2011,31.7,19.6,25.65,5.2
18/3/2011,29.7,21.2,25.45,3.4
19/3/2011,29.6,21.3,25.45,5.7
20/3/2011,24.4,19.9,22.15,1.1
22/12/2011,32.2,17,24.6,8.4
23/12/2011,31.8,18.8,25.3,9.2
24/12/2011,32.6,20.6,26.6,7.2
25/12/2011,33.4,20.1,26.75,8.5
26/12/2011,31.6,20,25.8,8
27/12/2011,29.6,19.6,24.6,3.4
28/12/2011,32.9,19.7,26.3,7.2
29/12/2011,29.6,19,24.3,5.2
30/12/2011,31.3,20,25.65,6
31/12/2011,27,20.8,23.9,4.7
1/1/2012,24.6,20.6,22.6,1.5
2/1/2012,28.2,19.6,23.9,4.5
3/1/2012,28.5,19,23.75,6.4
4/1/2012,31.8,18.6,25.2,7.1
5/1/2012,32.1,19.5,25.8,7.4
6/1/2012,32.2,19.2,25.7,7.5
7/1/2012,30.9,19.3,25.1,7.8
8/1/2012,30.6,17.7,24.15,7.3
9/1/2012,28.9,18.1,23.5,1.3
10/1/2012,25.4,17.4,21.4,7.4
11/1/2012,21.6,18.6,20.1,1.7
12/1/2012,23.8,18.2,21,3
13/1/2012,27.6,18.2,22.9,5.1
14/1/2012,27.7,19.9,23.8,4.6
15/1/2012,30.7,20,25.35,8.1
16/1/2012,27.4,19.1,23.25,1.8
17/1/2012,30.5,19.7,25.1,8
18/1/2012,28.8,19.6,24.2,4
19/1/2012,30.6,18.7,24.65,6
20/1/2012,28.2,20,24.1,5.2
21/1/2012,30.7,19.6,25.15,6.3
22/1/2012,31.3,18.3,24.8,5.1
23/1/2012,30.4,18.6,24.5,5.9
24/1/2012,28,19.9,23.95,4.4
25/1/2012,30.1,20.6,25.35,6
26/1/2012,29.4,20.9,25.15,4.7
27/1/2012,29.7,18.9,24.3,5.6
28/1/2012,25.2,18.8,22,1.4
29/1/2012,30,18.7,24.35,6.8
30/1/2012,30.7,16.2,23.45,8.8
31/1/2012,31.4,16.2,23.8,7.2
1/2/2012,31.8,16.6,24.2,9.2
2/2/2012,30.6,17.8,24.2,8.4
3/2/2012,32.4,19.1,25.75,7.5
4/2/2012,31.4,18,24.7,9.2
5/2/2012,31.9,19,25.45,8.2
6/2/2012,33.9,18.8,26.35,8.3
7/2/2012,35.3,20,27.65,8.7
8/2/2012,34.9,19.8,27.35,7.3
9/2/2012,35.7,20.3,28,8.6
10/2/2012,31.4,21.2,26.3,8.2
11/2/2012,30.5,20.5,25.5,4.1
12/2/2012,29.4,20.4,24.9,4
13/2/2012,28.7,19.7,24.2,6
14/2/2012,30.4,20,25.2,5
15/2/2012,32,18.3,25.15,6.4
16/2/2012,32.4,19.5,25.95,6.9
17/2/2012,32.5,20.3,26.4,6.7
18/2/2012,31.6,20.2,25.9,7.9
19/2/2012,31,20.1,25.55,7.2
20/2/2012,30.3,20.7,25.5,3.2
21/2/2012,30,18.8,24.4,5
22/2/2012,28.6,18.9,23.75,4.9
23/2/2012,30.4,19.4,24.9,4.1
24/2/2012,32,20.5,26.25,9.9
25/2/2012,31.3,20.7,26,6
26/2/2012,31.1,21.6,26.35,6.1
27/2/2012,32.8,20.6,26.7,7.5
28/2/2012,33.6,20,26.8,9.3
29/2/2012,34.3,20.9,27.6,6.6
1/3/2012,32.6,20.8,26.7,3.9
2/3/2012,33.6,18.2,25.9,6
3/3/2012,33.4,20.8,27.1,6.1
4/3/2012,33,18.6,25.8,6.2
5/3/2012,31.8,19.7,25.75,6.9
6/3/2012,32.6,18.8,25.7,7.5
7/3/2012,32.1,19.5,25.8,9.1
8/3/2012,32.7,17.6,25.15,7.6
9/3/2012,35.5,20.6,28.05,7.5
10/3/2012,30.8,19.3,25.05,6.8
11/3/2012,30.4,18.6,24.5,4.4
12/3/2012,32.6,18.2,25.4,6.2
13/3/2012,32.1,19.1,25.6,7.5
14/3/2012,32.3,19,25.65,5.7
15/3/2012,32.2,20.3,26.25,8
16/3/2012,26.6,20.5,23.55,1.1
17/3/2012,28.8,19.7,24.25,5.4
18/3/2012,29.7,17.2,23.45,5.5
19/3/2012,30.9,16.7,23.8,5.9
20/3/2012,31,17.6,24.3,5.6
22/12/2012,31.8,21.5,26.65,5.8
23/12/2012,33.7,21.1,27.4,6.7
24/12/2012,34.8,21.6,28.2,6.9
25/12/2012,34.4,21.8,28.1,6.9
26/12/2012,28.7,20.6,24.65,2.5
27/12/2012,34.2,20.7,27.45,6.8
28/12/2012,25.2,19.4,22.3,2.5
29/12/2012,29.7,20.8,25.25,4.5
30/12/2012,31.9,21.1,26.5,5.5
31/12/2012,30.9,20.9,25.9,5
1/1/2013,32.6,20.6,26.6,6.2
2/1/2013,31.7,20.5,26.1,5.7
3/1/2013,32.1,19.3,25.7,5.6
4/1/2013,31.7,20,25.85,5.7
5/1/2013,31.9,21,26.45,4
6/1/2013,32.3,22.2,27.25,5.8
7/1/2013,31.8,20.1,25.95,6.8
8/1/2013,32.6,20.5,26.55,7
9/1/2013,29.7,20.3,25,3.3
10/1/2013,28.1,21.2,24.65,4.8
11/1/2013,28.3,17.1,22.7,7.9
12/1/2013,27.6,17.3,22.45,4
13/1/2013,26.4,19.6,23,4.2
14/1/2013,26.4,18.8,22.6,3.8
15/1/2013,25.8,19.4,22.6,1.4
16/1/2013,27.8,18.9,23.35,2.5
17/1/2013,29.2,17.4,23.3,4.2
18/1/2013,31.2,18,24.6,5.8
19/1/2013,32.8,19.9,26.35,7
20/1/2013,31.2,19.8,25.5,6.4
21/1/2013,29.2,17.3,23.25,7.6
22/1/2013,31.3,17.9,24.6,6.4
23/1/2013,32.4,18.8,25.6,5.6
24/1/2013,31.8,20.8,26.3,6.9
25/1/2013,31.5,21.3,26.4,9
26/1/2013,27.4,21.8,24.6,1.6
27/1/2013,31.1,21.7,26.4,3.7
28/1/2013,30.6,21,25.8,4.1
29/1/2013,30.4,20.1,25.25,3.4
30/1/2013,30.6,21.7,26.15,8
31/1/2013,29.9,21.6,25.75,5.1
1/2/2013,30.8,21.3,26.05,3.8
2/2/2013,31.4,21.5,26.45,5.4
3/2/2013,27.9,19.9,23.9,5.7
4/2/2013,29.6,20.6,25.1,3.5
5/2/2013,30.8,18.9,24.85,3.2
6/2/2013,30.8,19.2,25,6.5
7/2/2013,26.8,19.2,23,3.4
8/2/2013,25.4,19.8,22.6,3.1
9/2/2013,24.2,18.8,21.5,0.9
10/2/2013,30.8,19.3,25.05,1.9
11/2/2013,31.8,19.8,25.8,4.3
12/2/2013,33.1,19.9,26.5,7
13/2/2013,32,22,27,4.9
14/2/2013,33.8,21,27.4,6.5
15/2/2013,33.3,21,27.15,5.2
16/2/2013,35.1,22,28.55,8.2
17/2/2013,31.6,20.3,25.95,5.1
18/2/2013,33.7,20.8,27.25,8.1
19/2/2013,32.3,20.6,26.45,5.1
20/2/2013,32.4,20.6,26.5,6.3
21/2/2013,32.2,19.6,25.9,7.9
22/2/2013,31.5,19.1,25.3,7.6
23/2/2013,29.4,19.1,24.25,3.5
24/2/2013,32.4,18,25.2,6.7
25/2/2013,31.6,19.4,25.5,5.9
26/2/2013,31.3,19.8,25.55,5.2
27/2/2013,30.3,20.6,25.45,6.6
28/2/2013,31.3,20.5,25.9,4.1
1/3/2013,28.6,19.4,24,4.7
2/3/2013,29.8,18.2,24,5.9
3/3/2013,31.7,18.8,25.25,4.4
4/3/2013,33.2,20.4,26.8,7.3
5/3/2013,34,20.1,27.05,7.6
6/3/2013,32.7,20.1,26.4,4.6
7/3/2013,34.6,22.2,28.4,6.6
8/3/2013,34.3,20.4,27.35,6.3
9/3/2013,32.9,20.6,26.75,5.6
10/3/2013,32.9,20.5,26.7,5.6
11/3/2013,31.5,20.6,26.05,5.8
12/3/2013,33.6,20.2,26.9,5.8
13/3/2013,30.2,21.7,25.95,3.8
14/3/2013,28.2,22.3,25.25,2.9
15/3/2013,30.4,20.3,25.35,3.8
16/3/2013,32,21.6,26.8,4.2
17/3/2013,32,21,26.5,5.3
18/3/2013,27.2,19,23.1,5.6
19/3/2013,22.6,17.7,20.15,0.7
20/3/2013,25.6,18.4,22,3.3
22/12/2013,31.7,18.7,25.2,7.1
23/12/2013,29,20.4,24.7,3.9
24/12/2013,30,20,25,4.5
25/12/2013,30.3,21.5,25.9,2.8
26/12/2013,33.9,21.4,27.65,5.7
27/12/2013,33.5,24,28.75,5.3
28/12/2013,32.1,20.5,26.3,6.3
29/12/2013,30.8,20.4,25.6,6
30/12/2013,30.4,21.7,26.05,7.8
31/12/2013,30.2,21,25.6,3.6
1/1/2014,31.6,21.5,26.55,5.8
2/1/2014,33.2,20.2,26.7,5.3
3/1/2014,35.4,21.8,28.6,8.3
4/1/2014,35.5,22.5,29,8
5/1/2014,33.9,21,27.45,7.9
6/1/2014,33.3,20.1,26.7,5.9
7/1/2014,32.6,19.5,26.05,8.2
8/1/2014,31.4,19.9,25.65,7.5
9/1/2014,32.8,21,26.9,7.6
10/1/2014,33.5,19.4,26.45,9.2
11/1/2014,32.4,18.5,25.45,6.3
12/1/2014,31.8,21,26.4,8.9
13/1/2014,31.9,20.1,26,4.8
14/1/2014,33,20.7,26.85,7.4
15/1/2014,32.2,19.3,25.75,5.1
16/1/2014,30.6,19.4,25,5
17/1/2014,31.2,20,25.6,7.1
18/1/2014,30.4,17.9,24.15,4.7
19/1/2014,31.7,17.9,24.8,4.6
20/1/2014,33.6,19.6,26.6,8.5
21/1/2014,31.6,19.2,25.4,7
22/1/2014,32.5,21.5,27,8.2
23/1/2014,32,20.4,26.2,5.6
24/1/2014,29.7,20.4,25.05,5.2
25/1/2014,32.6,19.4,26,6.2
26/1/2014,33.1,20.4,26.75,6.7
27/1/2014,33.6,20.2,26.9,7.9
28/1/2014,32.7,18.6,25.65,8.4
29/1/2014,32.8,16.8,24.8,6.6
30/1/2014,34.2,18.7,26.45,8.1
31/1/2014,34.2,19.9,27.05,7.3
1/2/2014,34.5,19.7,27.1,8.8
2/2/2014,32.1,21.1,26.6,8
3/2/2014,34.1,18.6,26.35,9.8
4/2/2014,34.9,19.9,27.4,7.4
5/2/2014,36.1,18.9,27.5,9.4
6/2/2014,35.2,20.6,27.9,9.4
7/2/2014,35.1,18.8,26.95,8.2
8/2/2014,34.7,20,27.35,7.9
9/2/2014,35.1,19.8,27.45,7
10/2/2014,36.2,20,28.1,9.7
11/2/2014,34.8,19.6,27.2,6.6
12/2/2014,33.4,21.2,27.3,7.4
13/2/2014,34.7,20.1,27.4,8
14/2/2014,32.5,20.2,26.35,6
15/2/2014,25.2,20.4,22.8,1.1
16/2/2014,26.3,20.6,23.45,2.2
17/2/2014,29.7,20.2,24.95,5.4
18/2/2014,31.6,20,25.8,6.5
19/2/2014,32.5,18.4,25.45,9.1
20/2/2014,33.5,17.9,25.7,8.6
21/2/2014,31.8,19.7,25.75,5.8
22/2/2014,26.4,20.5,23.45,1.1
23/2/2014,31.5,21.3,26.4,6.1
24/2/2014,30.4,20.1,25.25,5.5
25/2/2014,31,19.2,25.1,6.8
26/2/2014,33.5,18.6,26.05,6.5
27/2/2014,32.1,19.9,26,7.7
28/2/2014,30.5,21.3,25.9,4.1
1/3/2014,29.7,18,23.85,5.8
2/3/2014,31.8,18.3,25.05,5.8
3/3/2014,31.8,19.3,25.55,6.7
4/3/2014,31.6,21.8,26.7,5.5
5/3/2014,25.2,20.9,23.05,1.2
6/3/2014,31.2,20,25.6,9.8
7/3/2014,28,19.6,23.8,3.9
8/3/2014,29.7,19.1,24.4,5.7
9/3/2014,31.4,18,24.7,4.9
10/3/2014,32.4,19.1,25.75,7.3
11/3/2014,32.3,19.7,26,7.4
12/3/2014,29.4,20.4,24.9,4.3
13/3/2014,30.5,20.3,25.4,2.7
14/3/2014,32.4,20.1,26.25,2.6
15/3/2014,33.6,21.3,27.45,6.4
16/3/2014,32.8,19.8,26.3,7.7
17/3/2014,33,18.4,25.7,5
18/3/2014,32.7,19.1,25.9,6.2
19/3/2014,32,19,25.5,6.4
20/3/2014,32.3,20.3,26.3,5.6
22/12/2014,31.3,21.6,26.45,5.2
23/12/2014,29.6,21.3,25.45,4.2
24/12/2014,30.6,20,25.3,5.8
25/12/2014,32.5,21.6,27.05,4.4
26/12/2014,34.8,21,27.9,7.8
27/12/2014,34.9,20,27.45,7.2
28/12/2014,34.1,21.4,27.75,8.3
29/12/2014,33.8,21.4,27.6,8.3
30/12/2014,33.9,20.3,27.1,7.1
31/12/2014,29.7,21.1,25.4,2.7
